Sensor,Time/s,Reading
"DN2 + DN4 Distance
BL + BR Turning",41,-2221.41
"DN2 + DN4 Distance
BL + BR Turning",42,190.93
"DN2 + DN4 Distance
BL + BR Turning",43,-479.41
"DN2 + DN4 Distance
BL + BR Turning",44,-3114.74
"DN2 + DN4 Distance
BL + BR Turning",45,-1457.74
"DN2 + DN4 Distance
BL + BR Turning",46,1838.59
"DN2 + DN4 Distance
BL + BR Turning",47,-5762.74
"DN2 + DN4 Distance
BL + BR Turning",48,1383.93
"DN2 + DN4 Distance
BL + BR Turning",49,-880.74
"DN2 + DN4 Distance
BL + BR Turning",50,-2347.41
"DN2 + DN4 Distance
BL + BR Turning",51,216.59
"DN2 + DN4 Distance
BL + BR Turning",52,941.59
"DN2 + DN4 Distance
BL + BR Turning",53,-2552.41
"DN2 + DN4 Distance
BL + BR Turning",54,3927.93
"DN2 + DN4 Distance
BL + BR Turning",55,-2675.41
"DN2 + DN4 Distance
BL + BR Turning",56,-1410.07
"DN2 + DN4 Distance
BL + BR Turning",57,5292.59
"DN2 + DN4 Distance
BL + BR Turning",58,-2920.41
"DN2 + DN4 Distance
BL + BR Turning",59,-3234.74
"DN2 + DN4 Distance
BL + BR Turning",60,-1400.41
"DN2 + DN4 Distance
BL + BR Turning",61,-2247.07
"DN2 + DN4 Distance
BL + BR Turning",62,5683.93
"DN2 + DN4 Distance
BL + BR Turning",63,-2345.74
"DN2 + DN4 Distance
BL + BR Turning",64,-3789.74
"DN2 + DN4 Distance
BL + BR Turning",65,-2146.74
"DN2 + DN4 Distance
BL + BR Turning",66,4248.26
"DN2 + DN4 Distance
BL + BR Turning",67,4682.59
"DN2 + DN4 Distance
BL + BR Turning",68,1683.93
"DN2 + DN4 Distance
BL + BR Turning",69,-3833.41
"DN2 + DN4 Distance
BL + BR Turning",70,-6033.41
"DN2 + DN4 Distance
BL + BR Turning",71,-499.74
"DN2 + DN4 Distance
BL + BR Turning",72,8151.93
"DN2 + DN4 Distance
BL + BR Turning",73,4225.59
"DN2 + DN4 Distance
BL + BR Turning",74,-3791.74
"DN2 + DN4 Distance
BL + BR Turning",75,-1948.74
"DN2 + DN4 Distance
BL + BR Turning",76,-9310.41
"DN2 + DN4 Distance
BL + BR Turning",77,2891.26
"DN2 + DN4 Distance
BL + BR Turning",78,2807.26
"DN2 + DN4 Distance
BL + BR Turning",79,48.26
"DN2 + DN4 Distance
BL + BR Turning",80,-6422.07
"DN2 + DN4 Distance
BL + BR Turning",81,3635.59
"DN2 + DN4 Distance
BL + BR Turning",82,7436.26
"DN2 + DN4 Distance
BL + BR Turning",83,1066.26
"DN2 + DN4 Distance
BL + BR Turning",84,-3830.74
"DN2 + DN4 Distance
BL + BR Turning",85,-199.74
"DN2 + DN4 Distance
BL + BR Turning",86,2062.59
"DN2 + DN4 Distance
BL + BR Turning",87,1383.93
"DN2 + DN4 Distance
BL + BR Turning",88,26.59
"DN2 + DN4 Distance
BL + BR Turning",89,-2150.07
"DN2 + DN4 Distance
BL + BR Turning",90,31.93
"DN2 + DN4 Distance
BL + BR Turning",91,120.59
"DN2 + DN4 Distance
BL + BR Turning",92,798.59
"DN2 + DN4 Distance
BL + BR Turning",93,341.26
"DN2 + DN4 Distance
BL + BR Turning",94,-2175.74
"DN2 + DN4 Distance
BL + BR Turning",95,495.59
"DN2 + DN4 Distance
BL + BR Turning",96,-2250.74
"DN2 + DN4 Distance
BL + BR Turning",97,1668.93
"DN2 + DN4 Distance
BL + BR Turning",98,-2366.07
"DN2 + DN4 Distance
BL + BR Turning",99,615.59
"DN2 + DN4 Distance
BL + BR Turning",0,-3737.73
"DN2 + DN4 Distance
BL + BR Turning",1,-12055.4
"DN2 + DN4 Distance
BL + BR Turning",2,1596.93
"DN2 + DN4 Distance
BL + BR Turning",3,1854.6
"DN2 + DN4 Distance
BL + BR Turning",4,-1553.07
"DN2 + DN4 Distance
BL + BR Turning",5,-4661.4
"DN2 + DN4 Distance
BL + BR Turning",6,2136.6
"DN2 + DN4 Distance
BL + BR Turning",7,-756.07
"DN2 + DN4 Distance
BL + BR Turning",8,3251.27
"DN2 + DN4 Distance
BL + BR Turning",9,-2974.4
"DN2 + DN4 Distance
BL + BR Turning",10,1702.93
"DN2 + DN4 Distance
BL + BR Turning",11,-1125.73
"DN2 + DN4 Distance
BL + BR Turning",12,-2202.73
"DN2 + DN4 Distance
BL + BR Turning",13,-53.07
"DN2 + DN4 Distance
BL + BR Turning",14,-542.4
"DN2 + DN4 Distance
BL + BR Turning",15,-253.73
"DN2 + DN4 Distance
BL + BR Turning",16,321.27
"DN2 + DN4 Distance
BL + BR Turning",17,-2104.07
"DN2 + DN4 Distance
BL + BR Turning",18,1012.6
"DN2 + DN4 Distance
BL + BR Turning",19,-2944.4
"DN2 + DN4 Distance
BL + BR Turning",20,259.27
"DN2 + DN4 Distance
BL + BR Turning",21,-1375.73
"DN2 + DN4 Distance
BL + BR Turning",22,-3663.07
"DN2 + DN4 Distance
BL + BR Turning",23,-960.07
"DN2 + DN4 Distance
BL + BR Turning",24,-1998.4
"DN2 + DN4 Distance
BL + BR Turning",25,-2254.07
"DN2 + DN4 Distance
BL + BR Turning",26,6182.27
"DN2 + DN4 Distance
BL + BR Turning",27,2747.6
"DN2 + DN4 Distance
BL + BR Turning",28,4620.6
"DN2 + DN4 Distance
BL + BR Turning",29,-1201.07
"DN2 + DN4 Distance
BL + BR Turning",30,937.6
"DN2 + DN4 Distance
BL + BR Turning",31,-1622.4
"DN2 + DN4 Distance
BL + BR Turning",32,1935.93
"DN2 + DN4 Distance
BL + BR Turning",33,7545.27
"DN2 + DN4 Distance
BL + BR Turning",34,-3530.07
"DN2 + DN4 Distance
BL + BR Turning",35,3284.6
"DN2 + DN4 Distance
BL + BR Turning",36,-186.73
"DN2 + DN4 Distance
BL + BR Turning",37,-3673.4
"DN2 + DN4 Distance
BL + BR Turning",38,-3009.4
"DN2 + DN4 Distance
BL + BR Turning",39,-564.07
"DN2 + DN4 Distance
BL + BR Turning",40,677.93
"DN2 + DN4 Distance
BL + BR Turning",41,2282.93
"DN2 + DN4 Distance
BL + BR Turning",42,4802.27
"DN2 + DN4 Distance
BL + BR Turning",43,105.6
"DN2 + DN4 Distance
BL + BR Turning",44,4753.93
"DN2 + DN4 Distance
BL + BR Turning",45,-1472.07
"DN2 + DN4 Distance
BL + BR Turning",46,2734.93
"DN2 + DN4 Distance
BL + BR Turning",47,-2390.07
"DN2 + DN4 Distance
BL + BR Turning",48,-712.4
"DN2 + DN4 Distance
BL + BR Turning",49,-1200.4
"DN2 + DN4 Distance
BL + BR Turning",50,2568.6
"DN2 + DN4 Distance
BL + BR Turning",51,3232.27
"DN2 + DN4 Distance
BL + BR Turning",52,-4417.73
"DN2 + DN4 Distance
BL + BR Turning",53,-2330.07
"DN2 + DN4 Distance
BL + BR Turning",54,-10.07
"DN2 + DN4 Distance
BL + BR Turning",55,-1308.07
"DN2 + DN4 Distance
BL + BR Turning",56,7538.27
"DN2 + DN4 Distance
BL + BR Turning",57,2012.6
"DN2 + DN4 Distance
BL + BR Turning",58,-3065.07
"DN2 + DN4 Distance
BL + BR Turning",59,-2086.4
"DN2 + DN4 Distance
BL + BR Turning",60,-2874.4
"DN2 + DN4 Distance
BL + BR Turning",61,-2549.4
"DN2 + DN4 Distance
BL + BR Turning",62,3588.27
"DN2 + DN4 Distance
BL + BR Turning",63,6390.6
"DN2 + DN4 Distance
BL + BR Turning",64,39.93
"DN2 + DN4 Distance
BL + BR Turning",65,-3245.4
"DN2 + DN4 Distance
BL + BR Turning",66,-2611.4
"DN2 + DN4 Distance
BL + BR Turning",67,4097.6
"DN2 + DN4 Distance
BL + BR Turning",68,3855.6
"DN2 + DN4 Distance
BL + BR Turning",69,-1833.4
"DN2 + DN4 Distance
BL + BR Turning",70,-2549.07
"DN2 + DN4 Distance
BL + BR Turning",71,-366.73
"DN2 + DN4 Distance
BL + BR Turning",72,678.27
"DN2 + DN4 Distance
BL + BR Turning",73,3271.27
"DN2 + DN4 Distance
BL + BR Turning",74,-3862.4
"DN2 + DN4 Distance
BL + BR Turning",75,1817.27
"DN2 + DN4 Distance
BL + BR Turning",76,-2544.4
"DN2 + DN4 Distance
BL + BR Turning",77,1923.27
"DN2 + DN4 Distance
BL + BR Turning",78,-898.73
"DN2 + DN4 Distance
BL + BR Turning",79,860.93
"DN2 + DN4 Distance
BL + BR Turning",80,907.27
"DN2 + DN4 Distance
BL + BR Turning",81,-852.07
"DN2 + DN4 Distance
BL + BR Turning",82,-975.07
"DN2 + DN4 Distance
BL + BR Turning",83,2827.27
"DN2 + DN4 Distance
BL + BR Turning",84,-2253.73
"DN2 + DN4 Distance
BL + BR Turning",85,2605.93
"DN2 + DN4 Distance
BL + BR Turning",86,-1219.73
"DN2 + DN4 Distance
BL + BR Turning",87,4045.6
"DN2 + DN4 Distance
BL + BR Turning",88,-1040.4
"DN2 + DN4 Distance
BL + BR Turning",89,302.27
"DN2 + DN4 Distance
BL + BR Turning",90,1008.93
"DN2 + DN4 Distance
BL + BR Turning",91,983.6
"DN2 + DN4 Distance
BL + BR Turning",92,-1937.07
"DN2 + DN4 Distance
BL + BR Turning",93,2020.27
"DN2 + DN4 Distance
BL + BR Turning",94,-2100.73
"DN2 + DN4 Distance
BL + BR Turning",95,2615.6
"DN2 + DN4 Distance
BL + BR Turning",96,-1995.07
"DN2 + DN4 Distance
BL + BR Turning",97,-342.07
"DN2 + DN4 Distance
BL + BR Turning",98,-1438.07
"DN2 + DN4 Distance
BL + BR Turning",99,4234.93
"DN2 + DN4 Distance
BL + BR Turning",0,-4651.87
"DN2 + DN4 Distance
BL + BR Turning",1,-6974.2
"DN2 + DN4 Distance
BL + BR Turning",2,1083.47
"DN2 + DN4 Distance
BL + BR Turning",3,-643.87
"DN2 + DN4 Distance
BL + BR Turning",4,-1165.53
"DN2 + DN4 Distance
BL + BR Turning",5,301.13
"DN2 + DN4 Distance
BL + BR Turning",6,128.47
"DN2 + DN4 Distance
BL + BR Turning",7,44.13
"DN2 + DN4 Distance
BL + BR Turning",8,-171.53
"DN2 + DN4 Distance
BL + BR Turning",9,434.13
"DN2 + DN4 Distance
BL + BR Turning",10,-2187.2
"DN2 + DN4 Distance
BL + BR Turning",11,-1622.87
"DN2 + DN4 Distance
BL + BR Turning",12,-3868.53
"DN2 + DN4 Distance
BL + BR Turning",13,2463.13
"DN2 + DN4 Distance
BL + BR Turning",14,4035.8
"DN2 + DN4 Distance
BL + BR Turning",15,-4697.2
"DN2 + DN4 Distance
BL + BR Turning",16,1534.8
"DN2 + DN4 Distance
BL + BR Turning",17,2024.47
"DN2 + DN4 Distance
BL + BR Turning",18,-2185.2
"DN2 + DN4 Distance
BL + BR Turning",19,798.47
"DN2 + DN4 Distance
BL + BR Turning",20,-3244.2
"DN2 + DN4 Distance
BL + BR Turning",21,1795.13
"DN2 + DN4 Distance
BL + BR Turning",22,3196.8
"DN2 + DN4 Distance
BL + BR Turning",23,864.13
"DN2 + DN4 Distance
BL + BR Turning",24,2372.47
"DN2 + DN4 Distance
BL + BR Turning",25,-409.2
"DN2 + DN4 Distance
BL + BR Turning",26,-699.53
"DN2 + DN4 Distance
BL + BR Turning",27,-3059.53
"DN2 + DN4 Distance
BL + BR Turning",28,-1952.2
"DN2 + DN4 Distance
BL + BR Turning",29,-1927.87
"DN2 + DN4 Distance
BL + BR Turning",30,1065.8
"DN2 + DN4 Distance
BL + BR Turning",31,3869.47
"DN2 + DN4 Distance
BL + BR Turning",32,-5269.53
"DN2 + DN4 Distance
BL + BR Turning",33,-688.53
"DN2 + DN4 Distance
BL + BR Turning",34,1036.13
"DN2 + DN4 Distance
BL + BR Turning",35,-629.53
"DN2 + DN4 Distance
BL + BR Turning",36,-3823.87
"DN2 + DN4 Distance
BL + BR Turning",37,1573.8
"DN2 + DN4 Distance
BL + BR Turning",38,-3855.87
"DN2 + DN4 Distance
BL + BR Turning",39,1163.8
"DN2 + DN4 Distance
BL + BR Turning",40,-2226.87
"DN2 + DN4 Distance
BL + BR Turning",41,1385.47
"DN2 + DN4 Distance
BL + BR Turning",42,3861.8
"DN2 + DN4 Distance
BL + BR Turning",43,-7468.2
"DN2 + DN4 Distance
BL + BR Turning",44,2515.47
"DN2 + DN4 Distance
BL + BR Turning",45,2622.47
"DN2 + DN4 Distance
BL + BR Turning",46,-3441.87
"DN2 + DN4 Distance
BL + BR Turning",47,-3606.2
"DN2 + DN4 Distance
BL + BR Turning",48,-175.2
"DN2 + DN4 Distance
BL + BR Turning",49,4311.47
"DN2 + DN4 Distance
BL + BR Turning",50,-4439.53
"DN2 + DN4 Distance
BL + BR Turning",51,2715.8
"DN2 + DN4 Distance
BL + BR Turning",52,3289.13
"DN2 + DN4 Distance
BL + BR Turning",53,1687.47
"DN2 + DN4 Distance
BL + BR Turning",54,-2510.87
"DN2 + DN4 Distance
BL + BR Turning",55,-145.87
"DN2 + DN4 Distance
BL + BR Turning",56,-2117.2
"DN2 + DN4 Distance
BL + BR Turning",57,-4481.2
"DN2 + DN4 Distance
BL + BR Turning",58,-955.2
"DN2 + DN4 Distance
BL + BR Turning",59,2645.13
"DN2 + DN4 Distance
BL + BR Turning",60,3848.13
"DN2 + DN4 Distance
BL + BR Turning",61,-3222.87
"DN2 + DN4 Distance
BL + BR Turning",62,343.13
"DN2 + DN4 Distance
BL + BR Turning",63,-2412.53
"DN2 + DN4 Distance
BL + BR Turning",64,-1657.53
"DN2 + DN4 Distance
BL + BR Turning",65,1779.47
"DN2 + DN4 Distance
BL + BR Turning",66,3015.47
"DN2 + DN4 Distance
BL + BR Turning",67,-3651.2
"DN2 + DN4 Distance
BL + BR Turning",68,-2624.53
"DN2 + DN4 Distance
BL + BR Turning",69,5527.8
"DN2 + DN4 Distance
BL + BR Turning",70,2485.47
"DN2 + DN4 Distance
BL + BR Turning",71,-1308.53
"DN2 + DN4 Distance
BL + BR Turning",72,2288.47
"DN2 + DN4 Distance
BL + BR Turning",73,-1654.53
"DN2 + DN4 Distance
BL + BR Turning",74,660.47
"DN2 + DN4 Distance
BL + BR Turning",75,-2570.53
"DN2 + DN4 Distance
BL + BR Turning",76,3469.13
"DN2 + DN4 Distance
BL + BR Turning",77,1981.47
"DN2 + DN4 Distance
BL + BR Turning",78,-4588.87
"DN2 + DN4 Distance
BL + BR Turning",79,680.8
"DN2 + DN4 Distance
BL + BR Turning",80,-4361.87
"DN2 + DN4 Distance
BL + BR Turning",81,1317.13
"DN2 + DN4 Distance
BL + BR Turning",82,1021.13
"DN2 + DN4 Distance
BL + BR Turning",83,212.8
"DN2 + DN4 Distance
BL + BR Turning",84,2157.8
"DN2 + DN4 Distance
BL + BR Turning",85,-3025.2
"DN2 + DN4 Distance
BL + BR Turning",86,1308.47
"DN2 + DN4 Distance
BL + BR Turning",87,-842.2
"DN2 + DN4 Distance
BL + BR Turning",88,1574.8
"DN2 + DN4 Distance
BL + BR Turning",89,868.47
"DN2 + DN4 Distance
BL + BR Turning",90,2085.8
"DN2 + DN4 Distance
BL + BR Turning",91,-5521.87
"DN2 + DN4 Distance
BL + BR Turning",92,1518.13
"DN2 + DN4 Distance
BL + BR Turning",93,-2308.87
"DN2 + DN4 Distance
BL + BR Turning",94,940.8
"DN2 + DN4 Distance
BL + BR Turning",95,-735.2
"DN2 + DN4 Distance
BL + BR Turning",96,1033.8
"DN2 + DN4 Distance
BL + BR Turning",97,313.13
"DN2 + DN4 Distance
BL + BR Turning",98,680.47
"DN2 + DN4 Distance
BL + BR Turning",99,-813.2
"DN2 + DN4 Distance
BL + BR Turning",0,-4226.51
"DN2 + DN4 Distance
BL + BR Turning",1,-3196.17
"DN2 + DN4 Distance
BL + BR Turning",2,-1434.51
"DN2 + DN4 Distance
BL + BR Turning",3,-544.84
"DN2 + DN4 Distance
BL + BR Turning",4,-757.17
"DN2 + DN4 Distance
BL + BR Turning",5,32.83
"DN2 + DN4 Distance
BL + BR Turning",6,66.83
"DN2 + DN4 Distance
BL + BR Turning",7,-32.17
"DN2 + DN4 Distance
BL + BR Turning",8,275.49
"DN2 + DN4 Distance
BL + BR Turning",9,-2833.17
"DN2 + DN4 Distance
BL + BR Turning",10,757.49
"DN2 + DN4 Distance
BL + BR Turning",11,-341.84
"DN2 + DN4 Distance
BL + BR Turning",12,454.16
"DN2 + DN4 Distance
BL + BR Turning",13,-2229.17
"DN2 + DN4 Distance
BL + BR Turning",14,2377.83
"DN2 + DN4 Distance
BL + BR Turning",15,724.49
"DN2 + DN4 Distance
BL + BR Turning",16,1077.16
"DN2 + DN4 Distance
BL + BR Turning",17,-810.84
"DN2 + DN4 Distance
BL + BR Turning",18,-1942.84
"DN2 + DN4 Distance
BL + BR Turning",19,-1731.17
"DN2 + DN4 Distance
BL + BR Turning",20,98.49
"DN2 + DN4 Distance
BL + BR Turning",21,48.16
"DN2 + DN4 Distance
BL + BR Turning",22,-256.17
"DN2 + DN4 Distance
BL + BR Turning",23,1747.49
"DN2 + DN4 Distance
BL + BR Turning",24,764.49
"DN2 + DN4 Distance
BL + BR Turning",25,-0.17
"DN2 + DN4 Distance
BL + BR Turning",26,-1277.84
"DN2 + DN4 Distance
BL + BR Turning",27,-1232.51
"DN2 + DN4 Distance
BL + BR Turning",28,-865.51
"DN2 + DN4 Distance
BL + BR Turning",29,1706.83
"DN2 + DN4 Distance
BL + BR Turning",30,-2807.17
"DN2 + DN4 Distance
BL + BR Turning",31,-895.51
"DN2 + DN4 Distance
BL + BR Turning",32,1797.16
"DN2 + DN4 Distance
BL + BR Turning",33,-451.17
"DN2 + DN4 Distance
BL + BR Turning",34,-784.84
"DN2 + DN4 Distance
BL + BR Turning",35,-2325.51
"DN2 + DN4 Distance
BL + BR Turning",36,63.49
"DN2 + DN4 Distance
BL + BR Turning",37,799.83
"DN2 + DN4 Distance
BL + BR Turning",38,144.16
"DN2 + DN4 Distance
BL + BR Turning",39,-916.51
"DN2 + DN4 Distance
BL + BR Turning",40,798.83
"DN2 + DN4 Distance
BL + BR Turning",41,-591.17
"DN2 + DN4 Distance
BL + BR Turning",42,942.83
"DN2 + DN4 Distance
BL + BR Turning",43,-1482.51
"DN2 + DN4 Distance
BL + BR Turning",44,1296.16
"DN2 + DN4 Distance
BL + BR Turning",45,326.83
"DN2 + DN4 Distance
BL + BR Turning",46,-1559.51
"DN2 + DN4 Distance
BL + BR Turning",47,142.83
"DN2 + DN4 Distance
BL + BR Turning",48,-834.84
"DN2 + DN4 Distance
BL + BR Turning",49,1078.83
"DN2 + DN4 Distance
BL + BR Turning",50,332.49
"DN2 + DN4 Distance
BL + BR Turning",51,-2023.84
"DN2 + DN4 Distance
BL + BR Turning",52,-1005.17
"DN2 + DN4 Distance
BL + BR Turning",53,1699.16
"DN2 + DN4 Distance
BL + BR Turning",54,-1130.51
"DN2 + DN4 Distance
BL + BR Turning",55,-1693.51
"DN2 + DN4 Distance
BL + BR Turning",56,1571.16
"DN2 + DN4 Distance
BL + BR Turning",57,166.83
"DN2 + DN4 Distance
BL + BR Turning",58,-1489.17
"DN2 + DN4 Distance
BL + BR Turning",59,765.16
"DN2 + DN4 Distance
BL + BR Turning",60,582.49
"DN2 + DN4 Distance
BL + BR Turning",61,203.83
"DN2 + DN4 Distance
BL + BR Turning",62,609.83
"DN2 + DN4 Distance
BL + BR Turning",63,-465.51
"DN2 + DN4 Distance
BL + BR Turning",64,-869.84
"DN2 + DN4 Distance
BL + BR Turning",65,3135.83
"DN2 + DN4 Distance
BL + BR Turning",66,3636.83
"DN2 + DN4 Distance
BL + BR Turning",67,-2319.51
"DN2 + DN4 Distance
BL + BR Turning",68,-3928.84
"DN2 + DN4 Distance
BL + BR Turning",69,3655.83
"DN2 + DN4 Distance
BL + BR Turning",70,1633.83
"DN2 + DN4 Distance
BL + BR Turning",71,2189.83
"DN2 + DN4 Distance
BL + BR Turning",72,-4274.17
"DN2 + DN4 Distance
BL + BR Turning",73,506.49
"DN2 + DN4 Distance
BL + BR Turning",74,-172.84
"DN2 + DN4 Distance
BL + BR Turning",75,490.83
"DN2 + DN4 Distance
BL + BR Turning",76,1610.16
"DN2 + DN4 Distance
BL + BR Turning",77,-183.51
"DN2 + DN4 Distance
BL + BR Turning",78,-55.51
"DN2 + DN4 Distance
BL + BR Turning",79,-76.17
"DN2 + DN4 Distance
BL + BR Turning",80,18.49
"DN2 + DN4 Distance
BL + BR Turning",81,-54.17
"DN2 + DN4 Distance
BL + BR Turning",82,-44.84
"DN2 + DN4 Distance
BL + BR Turning",83,-29.84
"DN2 + DN4 Distance
BL + BR Turning",84,-50.84
"DN2 + DN4 Distance
BL + BR Turning",85,-104.51
"DN2 + DN4 Distance
BL + BR Turning",86,-29.17
"DN2 + DN4 Distance
BL + BR Turning",87,-33.84
"DN2 + DN4 Distance
BL + BR Turning",88,-98.84
"DN2 + DN4 Distance
BL + BR Turning",89,88.16
"DN2 + DN4 Distance
BL + BR Turning",90,1132.49
"DN2 + DN4 Distance
BL + BR Turning",91,-2357.17
"DN2 + DN4 Distance
BL + BR Turning",92,-566.84
"DN2 + DN4 Distance
BL + BR Turning",93,-400.17
"DN2 + DN4 Distance
BL + BR Turning",94,-51.51
"DN2 + DN4 Distance
BL + BR Turning",95,-85.17
"DN2 + DN4 Distance
BL + BR Turning",96,-52.51
"DN2 + DN4 Distance
BL + BR Turning",97,-98.17
"DN2 + DN4 Distance
BL + BR Turning",98,-256.17
"DN2 + DN4 Distance
BL + BR Turning",99,-129.17
"DN2 + DN4 Distance
BL + BR Turning",0,-4201.97
"DN2 + DN4 Distance
BL + BR Turning",1,-10816.3
"DN2 + DN4 Distance
BL + BR Turning",2,2285.03
"DN2 + DN4 Distance
BL + BR Turning",3,1677.37
"DN2 + DN4 Distance
BL + BR Turning",4,-4506.3
"DN2 + DN4 Distance
BL + BR Turning",5,1929.7
"DN2 + DN4 Distance
BL + BR Turning",6,877.37
"DN2 + DN4 Distance
BL + BR Turning",7,-1849.63
"DN2 + DN4 Distance
BL + BR Turning",8,294.7
"DN2 + DN4 Distance
BL + BR Turning",9,-2634.3
"DN2 + DN4 Distance
BL + BR Turning",10,-1044.97
"DN2 + DN4 Distance
BL + BR Turning",11,-766.97
"DN2 + DN4 Distance
BL + BR Turning",12,428.03
"DN2 + DN4 Distance
BL + BR Turning",13,-266.97
"DN2 + DN4 Distance
BL + BR Turning",14,-1296.3
"DN2 + DN4 Distance
BL + BR Turning",15,152.37
"DN2 + DN4 Distance
BL + BR Turning",16,13.03
"DN2 + DN4 Distance
BL + BR Turning",17,246.7
"DN2 + DN4 Distance
BL + BR Turning",18,80.03
"DN2 + DN4 Distance
BL + BR Turning",19,-1965.97
"DN2 + DN4 Distance
BL + BR Turning",20,939.7
"DN2 + DN4 Distance
BL + BR Turning",21,1473.7
"DN2 + DN4 Distance
BL + BR Turning",22,-968.3
"DN2 + DN4 Distance
BL + BR Turning",23,-711.3
"DN2 + DN4 Distance
BL + BR Turning",24,-495.63
"DN2 + DN4 Distance
BL + BR Turning",25,-958.97
"DN2 + DN4 Distance
BL + BR Turning",26,-275.3
"DN2 + DN4 Distance
BL + BR Turning",27,606.37
"DN2 + DN4 Distance
BL + BR Turning",28,148.03
"DN2 + DN4 Distance
BL + BR Turning",29,-2036.3
"DN2 + DN4 Distance
BL + BR Turning",30,-1848.97
"DN2 + DN4 Distance
BL + BR Turning",31,4279.37
"DN2 + DN4 Distance
BL + BR Turning",32,599.03
"DN2 + DN4 Distance
BL + BR Turning",33,-3985.97
"DN2 + DN4 Distance
BL + BR Turning",34,3201.7
"DN2 + DN4 Distance
BL + BR Turning",35,-230.97
"DN2 + DN4 Distance
BL + BR Turning",36,790.7
"DN2 + DN4 Distance
BL + BR Turning",37,79.7
"DN2 + DN4 Distance
BL + BR Turning",38,-1406.3
"DN2 + DN4 Distance
BL + BR Turning",39,2591.03
"DN2 + DN4 Distance
BL + BR Turning",40,3258.37
"DN2 + DN4 Distance
BL + BR Turning",41,-6342.63
"DN2 + DN4 Distance
BL + BR Turning",42,-648.63
"DN2 + DN4 Distance
BL + BR Turning",43,2136.7
"DN2 + DN4 Distance
BL + BR Turning",44,1082.37
"DN2 + DN4 Distance
BL + BR Turning",45,-106.63
"DN2 + DN4 Distance
BL + BR Turning",46,-127.97
"DN2 + DN4 Distance
BL + BR Turning",47,53.7
"DN2 + DN4 Distance
BL + BR Turning",48,-1093.3
"DN2 + DN4 Distance
BL + BR Turning",49,716.7
"DN2 + DN4 Distance
BL + BR Turning",50,428.37
"DN2 + DN4 Distance
BL + BR Turning",51,184.7
"DN2 + DN4 Distance
BL + BR Turning",52,1140.7
"DN2 + DN4 Distance
BL + BR Turning",53,-1436.63
"DN2 + DN4 Distance
BL + BR Turning",54,-411.97
"DN2 + DN4 Distance
BL + BR Turning",55,901.7
"DN2 + DN4 Distance
BL + BR Turning",56,-798.97
"DN2 + DN4 Distance
BL + BR Turning",57,1.37
"DN2 + DN4 Distance
BL + BR Turning",58,-189.3
"DN2 + DN4 Distance
BL + BR Turning",59,38.7
"DN2 + DN4 Distance
BL + BR Turning",60,1300.7
"DN2 + DN4 Distance
BL + BR Turning",61,874.03
"DN2 + DN4 Distance
BL + BR Turning",62,-284.3
"DN2 + DN4 Distance
BL + BR Turning",63,-469.63
"DN2 + DN4 Distance
BL + BR Turning",64,845.7
"DN2 + DN4 Distance
BL + BR Turning",65,1939.03
"DN2 + DN4 Distance
BL + BR Turning",66,-1413.97
"DN2 + DN4 Distance
BL + BR Turning",67,-1880.3
"DN2 + DN4 Distance
BL + BR Turning",68,5427.03
"DN2 + DN4 Distance
BL + BR Turning",69,-387.63
"DN2 + DN4 Distance
BL + BR Turning",70,-1205.97
"DN2 + DN4 Distance
BL + BR Turning",71,-326.3
"DN2 + DN4 Distance
BL + BR Turning",72,69.7
"DN2 + DN4 Distance
BL + BR Turning",73,-172.97
"DN2 + DN4 Distance
BL + BR Turning",74,-413.63
"DN2 + DN4 Distance
BL + BR Turning",75,-328.97
"DN2 + DN4 Distance
BL + BR Turning",76,306.37
"DN2 + DN4 Distance
BL + BR Turning",77,147.03
"DN2 + DN4 Distance
BL + BR Turning",78,104.7
"DN2 + DN4 Distance
BL + BR Turning",79,-176.63
"DN2 + DN4 Distance
BL + BR Turning",80,-185.3
"DN2 + DN4 Distance
BL + BR Turning",81,158.03
"DN2 + DN4 Distance
BL + BR Turning",82,-67.3
"DN2 + DN4 Distance
BL + BR Turning",83,264.37
"DN2 + DN4 Distance
BL + BR Turning",84,88.37
"DN2 + DN4 Distance
BL + BR Turning",85,-331.3
"DN2 + DN4 Distance
BL + BR Turning",86,56.03
"DN2 + DN4 Distance
BL + BR Turning",87,20.03
"DN2 + DN4 Distance
BL + BR Turning",88,127.37
"DN2 + DN4 Distance
BL + BR Turning",89,143.7
"DN2 + DN4 Distance
BL + BR Turning",90,-20.63
"DN2 + DN4 Distance
BL + BR Turning",91,859.37
"DN2 + DN4 Distance
BL + BR Turning",92,-1175.97
"DN2 + DN4 Distance
BL + BR Turning",93,-416.3
"DN2 + DN4 Distance
BL + BR Turning",94,-0.3
"DN2 + DN4 Distance
BL + BR Turning",95,-210.63
"DN2 + DN4 Distance
BL + BR Turning",96,-33.97
"DN2 + DN4 Distance
BL + BR Turning",97,-708.3
"DN2 + DN4 Distance
BL + BR Turning",98,429.7
"DN2 + DN4 Distance
BL + BR Turning",99,-278.63
"DN2 + DN4 Distance
BL + BR Turning",0,-3837.92
"DN2 + DN4 Distance
BL + BR Turning",1,-8713.92
"DN2 + DN4 Distance
BL + BR Turning",2,6624.41
"DN2 + DN4 Distance
BL + BR Turning",3,-2840.25
"DN2 + DN4 Distance
BL + BR Turning",4,-8651.59
