Sensor,Time/s,Reading
"BL + BR Distance
DN1 + DN5 Turning",0,2369.95
"BL + BR Distance
DN1 + DN5 Turning",1,-2873.71
"BL + BR Distance
DN1 + DN5 Turning",2,-2029.05
"BL + BR Distance
DN1 + DN5 Turning",3,-91.71
"BL + BR Distance
DN1 + DN5 Turning",4,-316.71
"BL + BR Distance
DN1 + DN5 Turning",5,116.62
"BL + BR Distance
DN1 + DN5 Turning",6,191.29
"BL + BR Distance
DN1 + DN5 Turning",7,737.95
"BL + BR Distance
DN1 + DN5 Turning",8,-97.38
"BL + BR Distance
DN1 + DN5 Turning",9,-248.05
"BL + BR Distance
DN1 + DN5 Turning",10,1711.62
"BL + BR Distance
DN1 + DN5 Turning",11,1130.62
"BL + BR Distance
DN1 + DN5 Turning",12,3016.62
"BL + BR Distance
DN1 + DN5 Turning",13,381.62
"BL + BR Distance
DN1 + DN5 Turning",14,-544.38
"BL + BR Distance
DN1 + DN5 Turning",15,467.95
"BL + BR Distance
DN1 + DN5 Turning",16,-903.38
"BL + BR Distance
DN1 + DN5 Turning",17,-4087.05
"BL + BR Distance
DN1 + DN5 Turning",18,-251.38
"BL + BR Distance
DN1 + DN5 Turning",19,875.29
"BL + BR Distance
DN1 + DN5 Turning",20,1317.62
"BL + BR Distance
DN1 + DN5 Turning",21,215.62
"BL + BR Distance
DN1 + DN5 Turning",22,-502.05
"BL + BR Distance
DN1 + DN5 Turning",23,-1075.05
"BL + BR Distance
DN1 + DN5 Turning",24,-184.38
"BL + BR Distance
DN1 + DN5 Turning",25,2203.29
"BL + BR Distance
DN1 + DN5 Turning",26,-145.38
"BL + BR Distance
DN1 + DN5 Turning",27,-3514.38
"BL + BR Distance
DN1 + DN5 Turning",28,-3015.71
"BL + BR Distance
DN1 + DN5 Turning",29,316.62
"BL + BR Distance
DN1 + DN5 Turning",30,-2388.71
"BL + BR Distance
DN1 + DN5 Turning",31,-2758.71
"BL + BR Distance
DN1 + DN5 Turning",32,92.29
"BL + BR Distance
DN1 + DN5 Turning",33,2276.95
"BL + BR Distance
DN1 + DN5 Turning",34,4376.62
"BL + BR Distance
DN1 + DN5 Turning",35,4103.29
"BL + BR Distance
DN1 + DN5 Turning",36,915.62
"BL + BR Distance
DN1 + DN5 Turning",37,-2010.71
"BL + BR Distance
DN1 + DN5 Turning",38,-5740.05
"BL + BR Distance
DN1 + DN5 Turning",39,-2126.71
"BL + BR Distance
DN1 + DN5 Turning",40,-1639.05
"BL + BR Distance
DN1 + DN5 Turning",41,1975.29
"BL + BR Distance
DN1 + DN5 Turning",42,724.95
"BL + BR Distance
DN1 + DN5 Turning",43,1517.29
"BL + BR Distance
DN1 + DN5 Turning",44,813.95
"BL + BR Distance
DN1 + DN5 Turning",45,-2062.05
"BL + BR Distance
DN1 + DN5 Turning",46,-843.05
"BL + BR Distance
DN1 + DN5 Turning",47,-655.38
"BL + BR Distance
DN1 + DN5 Turning",48,795.95
"BL + BR Distance
DN1 + DN5 Turning",49,-2410.71
"BL + BR Distance
DN1 + DN5 Turning",50,-1708.05
"BL + BR Distance
DN1 + DN5 Turning",51,1062.95
"BL + BR Distance
DN1 + DN5 Turning",52,1473.95
"BL + BR Distance
DN1 + DN5 Turning",53,-1835.71
"BL + BR Distance
DN1 + DN5 Turning",54,-2808.71
"BL + BR Distance
DN1 + DN5 Turning",55,-927.71
"BL + BR Distance
DN1 + DN5 Turning",56,1249.29
"BL + BR Distance
DN1 + DN5 Turning",57,-991.71
"BL + BR Distance
DN1 + DN5 Turning",58,-1677.71
"BL + BR Distance
DN1 + DN5 Turning",59,2282.29
"BL + BR Distance
DN1 + DN5 Turning",60,3029.29
"BL + BR Distance
DN1 + DN5 Turning",61,-5033.05
"BL + BR Distance
DN1 + DN5 Turning",62,-2082.05
"BL + BR Distance
DN1 + DN5 Turning",63,3238.62
"BL + BR Distance
DN1 + DN5 Turning",64,2874.62
"BL + BR Distance
DN1 + DN5 Turning",65,-892.38
"BL + BR Distance
DN1 + DN5 Turning",66,-391.05
"BL + BR Distance
DN1 + DN5 Turning",67,89.29
"BL + BR Distance
DN1 + DN5 Turning",68,-14.71
"BL + BR Distance
DN1 + DN5 Turning",69,199.62
"BL + BR Distance
DN1 + DN5 Turning",70,36.95
"BL + BR Distance
DN1 + DN5 Turning",71,101.29
"BL + BR Distance
DN1 + DN5 Turning",72,442.95
"BL + BR Distance
DN1 + DN5 Turning",73,-127.71
"BL + BR Distance
DN1 + DN5 Turning",74,260.95
"BL + BR Distance
DN1 + DN5 Turning",75,-136.05
"BL + BR Distance
DN1 + DN5 Turning",76,-75.05
"BL + BR Distance
DN1 + DN5 Turning",77,-27.38
"BL + BR Distance
DN1 + DN5 Turning",78,82.95
"BL + BR Distance
DN1 + DN5 Turning",79,-152.38
"BL + BR Distance
DN1 + DN5 Turning",80,-444.05
"BL + BR Distance
DN1 + DN5 Turning",81,438.62
"BL + BR Distance
DN1 + DN5 Turning",82,-31.38
"BL + BR Distance
DN1 + DN5 Turning",83,374.62
"BL + BR Distance
DN1 + DN5 Turning",84,-144.38
"BL + BR Distance
DN1 + DN5 Turning",85,-251.71
"BL + BR Distance
DN1 + DN5 Turning",86,187.62
"BL + BR Distance
DN1 + DN5 Turning",87,45.62
"BL + BR Distance
DN1 + DN5 Turning",88,-446.05
"BL + BR Distance
DN1 + DN5 Turning",89,-119.38
"BL + BR Distance
DN1 + DN5 Turning",90,-452.71
"BL + BR Distance
DN1 + DN5 Turning",91,-233.05
"BL + BR Distance
DN1 + DN5 Turning",92,175.95
"BL + BR Distance
DN1 + DN5 Turning",93,-440.38
"BL + BR Distance
DN1 + DN5 Turning",94,-37.71
"BL + BR Distance
DN1 + DN5 Turning",95,275.29
"BL + BR Distance
DN1 + DN5 Turning",96,-449.05
"BL + BR Distance
DN1 + DN5 Turning",97,-49.71
"BL + BR Distance
DN1 + DN5 Turning",98,178.29
"BL + BR Distance
DN1 + DN5 Turning",99,-97.71
"BL + BR Distance
DN1 + DN5 Turning",0,-3532.33
"BL + BR Distance
DN1 + DN5 Turning",1,-1907.33
"BL + BR Distance
DN1 + DN5 Turning",2,-1842.33
"BL + BR Distance
DN1 + DN5 Turning",3,-1126.66
"BL + BR Distance
DN1 + DN5 Turning",4,234.01
"BL + BR Distance
DN1 + DN5 Turning",5,41.67
"BL + BR Distance
DN1 + DN5 Turning",6,31.01
"BL + BR Distance
DN1 + DN5 Turning",7,-57.33
"BL + BR Distance
DN1 + DN5 Turning",8,83.67
"BL + BR Distance
DN1 + DN5 Turning",9,-1149.66
"BL + BR Distance
DN1 + DN5 Turning",10,469.34
"BL + BR Distance
DN1 + DN5 Turning",11,1330.67
"BL + BR Distance
DN1 + DN5 Turning",12,1340.67
"BL + BR Distance
DN1 + DN5 Turning",13,319.34
"BL + BR Distance
DN1 + DN5 Turning",14,184.34
"BL + BR Distance
DN1 + DN5 Turning",15,-625.33
"BL + BR Distance
DN1 + DN5 Turning",16,-233.33
"BL + BR Distance
DN1 + DN5 Turning",17,1926.01
"BL + BR Distance
DN1 + DN5 Turning",18,783.01
"BL + BR Distance
DN1 + DN5 Turning",19,-1825.33
"BL + BR Distance
DN1 + DN5 Turning",20,-2477.99
"BL + BR Distance
DN1 + DN5 Turning",21,8.67
"BL + BR Distance
DN1 + DN5 Turning",22,253.34
"BL + BR Distance
DN1 + DN5 Turning",23,956.34
"BL + BR Distance
DN1 + DN5 Turning",24,1128.67
"BL + BR Distance
DN1 + DN5 Turning",25,1647.67
"BL + BR Distance
DN1 + DN5 Turning",26,1931.01
"BL + BR Distance
DN1 + DN5 Turning",27,-194.33
"BL + BR Distance
DN1 + DN5 Turning",28,-1296.33
"BL + BR Distance
DN1 + DN5 Turning",29,-2179.33
"BL + BR Distance
DN1 + DN5 Turning",30,2600.34
"BL + BR Distance
DN1 + DN5 Turning",31,169.67
"BL + BR Distance
DN1 + DN5 Turning",32,-2094.66
"BL + BR Distance
DN1 + DN5 Turning",33,2002.34
"BL + BR Distance
DN1 + DN5 Turning",34,-548.99
"BL + BR Distance
DN1 + DN5 Turning",35,-4907.66
"BL + BR Distance
DN1 + DN5 Turning",36,-2709.66
"BL + BR Distance
DN1 + DN5 Turning",37,2032.67
"BL + BR Distance
DN1 + DN5 Turning",38,1074.67
"BL + BR Distance
DN1 + DN5 Turning",39,-79.66
"BL + BR Distance
DN1 + DN5 Turning",40,-864.33
"BL + BR Distance
DN1 + DN5 Turning",41,-994.99
"BL + BR Distance
DN1 + DN5 Turning",42,-1221.66
"BL + BR Distance
DN1 + DN5 Turning",43,2865.01
"BL + BR Distance
DN1 + DN5 Turning",44,2280.67
"BL + BR Distance
DN1 + DN5 Turning",45,-1190.66
"BL + BR Distance
DN1 + DN5 Turning",46,847.01
"BL + BR Distance
DN1 + DN5 Turning",47,614.01
"BL + BR Distance
DN1 + DN5 Turning",48,-466.99
"BL + BR Distance
DN1 + DN5 Turning",49,-575.99
"BL + BR Distance
DN1 + DN5 Turning",50,-1003.66
"BL + BR Distance
DN1 + DN5 Turning",51,-3395.66
"BL + BR Distance
DN1 + DN5 Turning",52,-3259.66
"BL + BR Distance
DN1 + DN5 Turning",53,1307.67
"BL + BR Distance
DN1 + DN5 Turning",54,4719.67
"BL + BR Distance
DN1 + DN5 Turning",55,4255.67
"BL + BR Distance
DN1 + DN5 Turning",56,768.34
"BL + BR Distance
DN1 + DN5 Turning",57,-1649.33
"BL + BR Distance
DN1 + DN5 Turning",58,-973.99
"BL + BR Distance
DN1 + DN5 Turning",59,-994.33
"BL + BR Distance
DN1 + DN5 Turning",60,-566.99
"BL + BR Distance
DN1 + DN5 Turning",61,-321.99
"BL + BR Distance
DN1 + DN5 Turning",62,-1253.33
"BL + BR Distance
DN1 + DN5 Turning",63,-1887.99
"BL + BR Distance
DN1 + DN5 Turning",64,184.67
"BL + BR Distance
DN1 + DN5 Turning",65,660.01
"BL + BR Distance
DN1 + DN5 Turning",66,3195.01
"BL + BR Distance
DN1 + DN5 Turning",67,-2861.99
"BL + BR Distance
DN1 + DN5 Turning",68,-3122.33
"BL + BR Distance
DN1 + DN5 Turning",69,4514.34
"BL + BR Distance
DN1 + DN5 Turning",70,-703.33
"BL + BR Distance
DN1 + DN5 Turning",71,517.01
"BL + BR Distance
DN1 + DN5 Turning",72,1639.34
"BL + BR Distance
DN1 + DN5 Turning",73,652.34
"BL + BR Distance
DN1 + DN5 Turning",74,-306.66
"BL + BR Distance
DN1 + DN5 Turning",75,-803.66
"BL + BR Distance
DN1 + DN5 Turning",76,-827.33
"BL + BR Distance
DN1 + DN5 Turning",77,-942.66
"BL + BR Distance
DN1 + DN5 Turning",78,-1425.66
"BL + BR Distance
DN1 + DN5 Turning",79,-4246.66
"BL + BR Distance
DN1 + DN5 Turning",80,-237.66
"BL + BR Distance
DN1 + DN5 Turning",81,1387.34
"BL + BR Distance
DN1 + DN5 Turning",82,1748.01
"BL + BR Distance
DN1 + DN5 Turning",83,1325.67
"BL + BR Distance
DN1 + DN5 Turning",84,-87.66
"BL + BR Distance
DN1 + DN5 Turning",85,196.67
"BL + BR Distance
DN1 + DN5 Turning",86,-867.99
"BL + BR Distance
DN1 + DN5 Turning",87,-2784.33
"BL + BR Distance
DN1 + DN5 Turning",88,-4529.66
"BL + BR Distance
DN1 + DN5 Turning",89,1446.34
"BL + BR Distance
DN1 + DN5 Turning",90,1465.67
"BL + BR Distance
DN1 + DN5 Turning",91,7.34
"BL + BR Distance
DN1 + DN5 Turning",92,-58.66
"BL + BR Distance
DN1 + DN5 Turning",93,-28.33
"BL + BR Distance
DN1 + DN5 Turning",94,-764.99
"BL + BR Distance
DN1 + DN5 Turning",95,1512.34
"BL + BR Distance
DN1 + DN5 Turning",96,1592.34
"BL + BR Distance
DN1 + DN5 Turning",97,-97.66
"BL + BR Distance
DN1 + DN5 Turning",98,-2299.99
"BL + BR Distance
DN1 + DN5 Turning",99,-1203.99
"BL + BR Distance
DN1 + DN5 Turning",0,-3867.66
"BL + BR Distance
DN1 + DN5 Turning",1,210.34
"BL + BR Distance
DN1 + DN5 Turning",2,1553.67
"BL + BR Distance
DN1 + DN5 Turning",3,873.34
"BL + BR Distance
DN1 + DN5 Turning",4,-54.33
"BL + BR Distance
DN1 + DN5 Turning",5,357.01
"BL + BR Distance
DN1 + DN5 Turning",6,-142.66
"BL + BR Distance
DN1 + DN5 Turning",7,-170.99
"BL + BR Distance
DN1 + DN5 Turning",8,79.67
"BL + BR Distance
DN1 + DN5 Turning",9,-110.99
"BL + BR Distance
DN1 + DN5 Turning",10,1356.67
"BL + BR Distance
DN1 + DN5 Turning",11,-963.99
"BL + BR Distance
DN1 + DN5 Turning",12,380.67
"BL + BR Distance
DN1 + DN5 Turning",13,-363.99
"BL + BR Distance
DN1 + DN5 Turning",14,-788.66
"BL + BR Distance
DN1 + DN5 Turning",15,-2442.33
"BL + BR Distance
DN1 + DN5 Turning",16,-4132.33
"BL + BR Distance
DN1 + DN5 Turning",17,-74.33
"BL + BR Distance
DN1 + DN5 Turning",18,-57.99
"BL + BR Distance
DN1 + DN5 Turning",19,-965.33
"BL + BR Distance
DN1 + DN5 Turning",20,-3668.33
"BL + BR Distance
DN1 + DN5 Turning",21,-2898.66
"BL + BR Distance
DN1 + DN5 Turning",22,327.34
"BL + BR Distance
DN1 + DN5 Turning",23,2425.67
"BL + BR Distance
DN1 + DN5 Turning",24,3724.34
"BL + BR Distance
DN1 + DN5 Turning",25,1568.01
"BL + BR Distance
DN1 + DN5 Turning",26,-754.33
"BL + BR Distance
DN1 + DN5 Turning",27,-1330.33
"BL + BR Distance
DN1 + DN5 Turning",28,-1553.99
"BL + BR Distance
DN1 + DN5 Turning",29,-1747.33
"BL + BR Distance
DN1 + DN5 Turning",30,-1192.33
"BL + BR Distance
DN1 + DN5 Turning",31,1100.01
"BL + BR Distance
DN1 + DN5 Turning",32,2295.67
"BL + BR Distance
DN1 + DN5 Turning",33,4474.34
"BL + BR Distance
DN1 + DN5 Turning",34,-367.33
"BL + BR Distance
DN1 + DN5 Turning",35,1367.34
"BL + BR Distance
DN1 + DN5 Turning",36,127.34
"BL + BR Distance
DN1 + DN5 Turning",37,-1978.99
"BL + BR Distance
DN1 + DN5 Turning",38,-4981.33
"BL + BR Distance
DN1 + DN5 Turning",39,-1641.66
"BL + BR Distance
DN1 + DN5 Turning",40,1985.34
"BL + BR Distance
DN1 + DN5 Turning",41,2587.67
"BL + BR Distance
DN1 + DN5 Turning",42,980.34
"BL + BR Distance
DN1 + DN5 Turning",43,-2010.33
"BL + BR Distance
DN1 + DN5 Turning",44,-856.66
"BL + BR Distance
DN1 + DN5 Turning",45,-316.99
"BL + BR Distance
DN1 + DN5 Turning",46,570.34
"BL + BR Distance
DN1 + DN5 Turning",47,-1031.33
"BL + BR Distance
DN1 + DN5 Turning",48,-1097.99
"BL + BR Distance
DN1 + DN5 Turning",49,-2314.99
"BL + BR Distance
DN1 + DN5 Turning",50,-1672.33
"BL + BR Distance
DN1 + DN5 Turning",51,1214.01
"BL + BR Distance
DN1 + DN5 Turning",52,838.67
"BL + BR Distance
DN1 + DN5 Turning",53,-693.66
"BL + BR Distance
DN1 + DN5 Turning",54,1124.67
"BL + BR Distance
DN1 + DN5 Turning",55,575.01
"BL + BR Distance
DN1 + DN5 Turning",56,-32.99
"BL + BR Distance
DN1 + DN5 Turning",57,-3335.99
"BL + BR Distance
DN1 + DN5 Turning",58,-3549.99
"BL + BR Distance
DN1 + DN5 Turning",59,-4119.99
"BL + BR Distance
DN1 + DN5 Turning",60,-972.99
"BL + BR Distance
DN1 + DN5 Turning",61,5641.67
"BL + BR Distance
DN1 + DN5 Turning",62,7365.01
"BL + BR Distance
DN1 + DN5 Turning",63,3367.67
"BL + BR Distance
DN1 + DN5 Turning",64,-753.33
"BL + BR Distance
DN1 + DN5 Turning",65,-306.99
"BL + BR Distance
DN1 + DN5 Turning",66,1263.01
"BL + BR Distance
DN1 + DN5 Turning",67,-6966.99
"BL + BR Distance
DN1 + DN5 Turning",68,-95.66
"BL + BR Distance
DN1 + DN5 Turning",69,3876.34
"BL + BR Distance
DN1 + DN5 Turning",70,-5311.99
"BL + BR Distance
DN1 + DN5 Turning",71,-2344.99
"BL + BR Distance
DN1 + DN5 Turning",72,2236.01
"BL + BR Distance
DN1 + DN5 Turning",73,-1198.33
"BL + BR Distance
DN1 + DN5 Turning",74,1997.01
"BL + BR Distance
DN1 + DN5 Turning",75,-1052.66
"BL + BR Distance
DN1 + DN5 Turning",76,878.67
"BL + BR Distance
DN1 + DN5 Turning",77,-417.66
"BL + BR Distance
DN1 + DN5 Turning",78,79.34
"BL + BR Distance
DN1 + DN5 Turning",79,143.01
"BL + BR Distance
DN1 + DN5 Turning",80,-781.99
"BL + BR Distance
DN1 + DN5 Turning",81,241.01
"BL + BR Distance
DN1 + DN5 Turning",82,-78.33
"BL + BR Distance
DN1 + DN5 Turning",83,88.01
"BL + BR Distance
DN1 + DN5 Turning",84,44.34
"BL + BR Distance
DN1 + DN5 Turning",85,-67.33
"BL + BR Distance
DN1 + DN5 Turning",86,-402.66
"BL + BR Distance
DN1 + DN5 Turning",87,-10.99
"BL + BR Distance
DN1 + DN5 Turning",88,-139.99
"BL + BR Distance
DN1 + DN5 Turning",89,-52.99
"BL + BR Distance
DN1 + DN5 Turning",90,-96.66
"BL + BR Distance
DN1 + DN5 Turning",91,-555.66
"BL + BR Distance
DN1 + DN5 Turning",92,130.67
"BL + BR Distance
DN1 + DN5 Turning",93,178.34
"BL + BR Distance
DN1 + DN5 Turning",94,-494.33
"BL + BR Distance
DN1 + DN5 Turning",95,167.01
"BL + BR Distance
DN1 + DN5 Turning",96,11.67
"BL + BR Distance
DN1 + DN5 Turning",97,-205.66
"BL + BR Distance
DN1 + DN5 Turning",98,139.01
"BL + BR Distance
DN1 + DN5 Turning",99,-70.33
"BL + BR Distance
DN1 + DN5 Turning",0,-4602.53
"BL + BR Distance
DN1 + DN5 Turning",1,856.81
"BL + BR Distance
DN1 + DN5 Turning",2,639.47
"BL + BR Distance
DN1 + DN5 Turning",3,786.47
"BL + BR Distance
DN1 + DN5 Turning",4,468.47
"BL + BR Distance
DN1 + DN5 Turning",5,172.47
"BL + BR Distance
DN1 + DN5 Turning",6,-277.86
"BL + BR Distance
DN1 + DN5 Turning",7,-6.86
"BL + BR Distance
DN1 + DN5 Turning",8,616.47
"BL + BR Distance
DN1 + DN5 Turning",9,583.47
"BL + BR Distance
DN1 + DN5 Turning",10,1600.14
"BL + BR Distance
DN1 + DN5 Turning",11,623.47
"BL + BR Distance
DN1 + DN5 Turning",12,-875.86
"BL + BR Distance
DN1 + DN5 Turning",13,-3330.19
"BL + BR Distance
DN1 + DN5 Turning",14,-2050.53
"BL + BR Distance
DN1 + DN5 Turning",15,2384.47
"BL + BR Distance
DN1 + DN5 Turning",16,-967.19
"BL + BR Distance
DN1 + DN5 Turning",17,-2618.19
"BL + BR Distance
DN1 + DN5 Turning",18,-4560.86
"BL + BR Distance
DN1 + DN5 Turning",19,-1729.53
"BL + BR Distance
DN1 + DN5 Turning",20,2343.14
"BL + BR Distance
DN1 + DN5 Turning",21,2909.81
"BL + BR Distance
DN1 + DN5 Turning",22,528.14
"BL + BR Distance
DN1 + DN5 Turning",23,-892.86
"BL + BR Distance
DN1 + DN5 Turning",24,-3814.53
"BL + BR Distance
DN1 + DN5 Turning",25,-2381.53
"BL + BR Distance
DN1 + DN5 Turning",26,-36.19
"BL + BR Distance
DN1 + DN5 Turning",27,579.47
"BL + BR Distance
DN1 + DN5 Turning",28,1361.47
"BL + BR Distance
DN1 + DN5 Turning",29,3256.81
"BL + BR Distance
DN1 + DN5 Turning",30,3678.47
"BL + BR Distance
DN1 + DN5 Turning",31,-83.53
"BL + BR Distance
DN1 + DN5 Turning",32,-1409.86
"BL + BR Distance
DN1 + DN5 Turning",33,2216.47
"BL + BR Distance
DN1 + DN5 Turning",34,-1131.53
"BL + BR Distance
DN1 + DN5 Turning",35,-4558.19
"BL + BR Distance
DN1 + DN5 Turning",36,-2093.86
"BL + BR Distance
DN1 + DN5 Turning",37,-1527.19
"BL + BR Distance
DN1 + DN5 Turning",38,841.47
"BL + BR Distance
DN1 + DN5 Turning",39,-1226.53
"BL + BR Distance
DN1 + DN5 Turning",40,-2782.86
"BL + BR Distance
DN1 + DN5 Turning",41,-1994.19
"BL + BR Distance
DN1 + DN5 Turning",42,969.47
"BL + BR Distance
DN1 + DN5 Turning",43,1265.14
"BL + BR Distance
DN1 + DN5 Turning",44,-926.19
"BL + BR Distance
DN1 + DN5 Turning",45,-2476.53
"BL + BR Distance
DN1 + DN5 Turning",46,446.47
"BL + BR Distance
DN1 + DN5 Turning",47,1656.81
"BL + BR Distance
DN1 + DN5 Turning",48,1134.14
"BL + BR Distance
DN1 + DN5 Turning",49,39.14
"BL + BR Distance
DN1 + DN5 Turning",50,-1362.86
"BL + BR Distance
DN1 + DN5 Turning",51,1132.81
"BL + BR Distance
DN1 + DN5 Turning",52,558.47
"BL + BR Distance
DN1 + DN5 Turning",53,-2231.53
"BL + BR Distance
DN1 + DN5 Turning",54,-568.53
"BL + BR Distance
DN1 + DN5 Turning",55,-3020.53
"BL + BR Distance
DN1 + DN5 Turning",56,-3942.86
"BL + BR Distance
DN1 + DN5 Turning",57,-361.19
"BL + BR Distance
DN1 + DN5 Turning",58,2644.47
"BL + BR Distance
DN1 + DN5 Turning",59,4742.47
"BL + BR Distance
DN1 + DN5 Turning",60,3798.14
"BL + BR Distance
DN1 + DN5 Turning",61,1108.81
"BL + BR Distance
DN1 + DN5 Turning",62,-1582.19
"BL + BR Distance
DN1 + DN5 Turning",63,-2117.86
"BL + BR Distance
DN1 + DN5 Turning",64,-1913.19
"BL + BR Distance
DN1 + DN5 Turning",65,1792.14
"BL + BR Distance
DN1 + DN5 Turning",66,2485.47
"BL + BR Distance
DN1 + DN5 Turning",67,-2102.86
"BL + BR Distance
DN1 + DN5 Turning",68,-198.19
"BL + BR Distance
DN1 + DN5 Turning",69,-4154.19
"BL + BR Distance
DN1 + DN5 Turning",70,-2253.53
"BL + BR Distance
DN1 + DN5 Turning",71,-146.86
"BL + BR Distance
DN1 + DN5 Turning",72,33.47
"BL + BR Distance
DN1 + DN5 Turning",73,-583.19
"BL + BR Distance
DN1 + DN5 Turning",74,-402.53
"BL + BR Distance
DN1 + DN5 Turning",75,1.14
"BL + BR Distance
DN1 + DN5 Turning",76,135.14
"BL + BR Distance
DN1 + DN5 Turning",77,-143.53
"BL + BR Distance
DN1 + DN5 Turning",78,-133.19
"BL + BR Distance
DN1 + DN5 Turning",79,-31.86
"BL + BR Distance
DN1 + DN5 Turning",80,-111.53
"BL + BR Distance
DN1 + DN5 Turning",81,-50.86
"BL + BR Distance
DN1 + DN5 Turning",82,58.14
"BL + BR Distance
DN1 + DN5 Turning",83,-359.53
"BL + BR Distance
DN1 + DN5 Turning",84,-299.19
"BL + BR Distance
DN1 + DN5 Turning",85,-99.53
"BL + BR Distance
DN1 + DN5 Turning",86,256.14
"BL + BR Distance
DN1 + DN5 Turning",87,-27.19
"BL + BR Distance
DN1 + DN5 Turning",88,619.81
"BL + BR Distance
DN1 + DN5 Turning",89,324.14
"BL + BR Distance
DN1 + DN5 Turning",90,195.47
"BL + BR Distance
DN1 + DN5 Turning",91,78.47
"BL + BR Distance
DN1 + DN5 Turning",92,143.14
"BL + BR Distance
DN1 + DN5 Turning",93,0.14
"BL + BR Distance
DN1 + DN5 Turning",94,-192.53
"BL + BR Distance
DN1 + DN5 Turning",95,428.14
"BL + BR Distance
DN1 + DN5 Turning",96,1051.47
"BL + BR Distance
DN1 + DN5 Turning",97,-113.53
"BL + BR Distance
DN1 + DN5 Turning",98,117.47
"BL + BR Distance
DN1 + DN5 Turning",99,-457.19
"BL + BR Distance
DN1 + DN5 Turning",0,-4037.49
"BL + BR Distance
DN1 + DN5 Turning",1,648.18
"BL + BR Distance
DN1 + DN5 Turning",2,404.85
"BL + BR Distance
DN1 + DN5 Turning",3,266.85
"BL + BR Distance
DN1 + DN5 Turning",4,-67.15
"BL + BR Distance
DN1 + DN5 Turning",5,-226.15
"BL + BR Distance
DN1 + DN5 Turning",6,206.18
"BL + BR Distance
DN1 + DN5 Turning",7,10.18
"BL + BR Distance
DN1 + DN5 Turning",8,10.85
"BL + BR Distance
DN1 + DN5 Turning",9,218.85
"BL + BR Distance
DN1 + DN5 Turning",10,-119.49
"BL + BR Distance
DN1 + DN5 Turning",11,620.18
"BL + BR Distance
DN1 + DN5 Turning",12,724.85
"BL + BR Distance
DN1 + DN5 Turning",13,-3972.15
"BL + BR Distance
DN1 + DN5 Turning",14,-2382.49
"BL + BR Distance
DN1 + DN5 Turning",15,189.85
"BL + BR Distance
DN1 + DN5 Turning",16,-8511.49
"BL + BR Distance
DN1 + DN5 Turning",17,-2511.49
"BL + BR Distance
DN1 + DN5 Turning",18,-1586.49
"BL + BR Distance
DN1 + DN5 Turning",19,1581.85
"BL + BR Distance
DN1 + DN5 Turning",20,2629.18
"BL + BR Distance
DN1 + DN5 Turning",21,4.51
"BL + BR Distance
DN1 + DN5 Turning",22,-125.15
"BL + BR Distance
DN1 + DN5 Turning",23,-325.15
"BL + BR Distance
DN1 + DN5 Turning",24,-3974.15
"BL + BR Distance
DN1 + DN5 Turning",25,-662.82
"BL + BR Distance
DN1 + DN5 Turning",26,-234.15
"BL + BR Distance
DN1 + DN5 Turning",27,-462.15
"BL + BR Distance
DN1 + DN5 Turning",28,-2237.49
"BL + BR Distance
DN1 + DN5 Turning",29,42.18
"BL + BR Distance
DN1 + DN5 Turning",30,-485.15
"BL + BR Distance
DN1 + DN5 Turning",31,-74.15
"BL + BR Distance
DN1 + DN5 Turning",32,-52.82
"BL + BR Distance
DN1 + DN5 Turning",33,220.18
"BL + BR Distance
DN1 + DN5 Turning",34,3151.51
"BL + BR Distance
DN1 + DN5 Turning",35,1431.18
"BL + BR Distance
DN1 + DN5 Turning",36,-7.49
"BL + BR Distance
DN1 + DN5 Turning",37,519.51
"BL + BR Distance
DN1 + DN5 Turning",38,-2050.49
"BL + BR Distance
DN1 + DN5 Turning",39,-2206.49
"BL + BR Distance
DN1 + DN5 Turning",40,950.51
"BL + BR Distance
DN1 + DN5 Turning",41,2896.18
"BL + BR Distance
DN1 + DN5 Turning",42,-208.15
"BL + BR Distance
DN1 + DN5 Turning",43,-6988.82
"BL + BR Distance
DN1 + DN5 Turning",44,-3039.15
"BL + BR Distance
DN1 + DN5 Turning",45,628.51
"BL + BR Distance
DN1 + DN5 Turning",46,453.85
"BL + BR Distance
DN1 + DN5 Turning",47,920.18
"BL + BR Distance
DN1 + DN5 Turning",48,-266.49
"BL + BR Distance
DN1 + DN5 Turning",49,-2362.49
"BL + BR Distance
DN1 + DN5 Turning",50,190.51
"BL + BR Distance
DN1 + DN5 Turning",51,2340.85
"BL + BR Distance
DN1 + DN5 Turning",52,542.51
"BL + BR Distance
DN1 + DN5 Turning",53,851.85
"BL + BR Distance
DN1 + DN5 Turning",54,-28.82
"BL + BR Distance
DN1 + DN5 Turning",55,751.85
"BL + BR Distance
DN1 + DN5 Turning",56,-1303.49
"BL + BR Distance
DN1 + DN5 Turning",57,-1947.49
"BL + BR Distance
DN1 + DN5 Turning",58,-3725.82
"BL + BR Distance
DN1 + DN5 Turning",59,-3278.15
"BL + BR Distance
DN1 + DN5 Turning",60,-699.15
"BL + BR Distance
DN1 + DN5 Turning",61,337.18
"BL + BR Distance
DN1 + DN5 Turning",62,6915.18
"BL + BR Distance
DN1 + DN5 Turning",63,6044.51
"BL + BR Distance
DN1 + DN5 Turning",64,458.51
"BL + BR Distance
DN1 + DN5 Turning",65,-2518.82
