Sensor,Distance,Reading,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,312,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,360,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,360,,,,,,,,,,,,,,,,,,,,,,,,,
BR,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,360,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,20,360,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,372,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,360,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,360,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,25,372,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,368,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,372,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
